Symbol,Security Name,Date
IEDI,iShares Evolved U.S. Discretionary Spending ETF,2019-12-20
PDEC,Innovator S&P 500 Power Buffer ETF - December,2019-12-20
PNOV,Innovator S&P 500 Power Buffer ETF - November,2019-12-20
UDEC,Innovator S&P 500 Ultra Buffer ETF - December,2019-12-20
BDEC,Innovator S&P 500 Buffer ETF - December,2019-12-23
EFAD,ProShares MSCI EAFE Dividend Growers ETF,2019-12-23
IEDI,iShares Evolved U.S. Discretionary Spending ETF,2019-12-23
PDEC,Innovator S&P 500 Power Buffer ETF - December,2019-12-23
PNOV,Innovator S&P 500 Power Buffer ETF - November,2019-12-23
UDEC,Innovator S&P 500 Ultra Buffer ETF - December,2019-12-23
BDEC,Innovator S&P 500 Buffer ETF - December,2019-12-24
EFAD,ProShares MSCI EAFE Dividend Growers ETF,2019-12-24
IEDI,iShares Evolved U.S. Discretionary Spending ETF,2019-12-24
PDEC,Innovator S&P 500 Power Buffer ETF - December,2019-12-24
PNOV,Innovator S&P 500 Power Buffer ETF - November,2019-12-24
UDEC,Innovator S&P 500 Ultra Buffer ETF - December,2019-12-24
BDEC,Innovator S&P 500 Buffer ETF - December,2019-12-26
EFAD,ProShares MSCI EAFE Dividend Growers ETF,2019-12-26
IEDI,iShares Evolved U.S. Discretionary Spending ETF,2019-12-26
PDEC,Innovator S&P 500 Power Buffer ETF - December,2019-12-26
PNOV,Innovator S&P 500 Power Buffer ETF - November,2019-12-26
UDEC,Innovator S&P 500 Ultra Buffer ETF - December,2019-12-26
BDEC,Innovator S&P 500 Buffer ETF - December,2019-12-27
BJAN,Innovator S&P 500 Buffer ETF - January,2019-12-27
EFAD,ProShares MSCI EAFE Dividend Growers ETF,2019-12-27
IEDI,iShares Evolved U.S. Discretionary Spending ETF,2019-12-27
PDEC,Innovator S&P 500 Power Buffer ETF - December,2019-12-27
UDEC,Innovator S&P 500 Ultra Buffer ETF - December,2019-12-27
BDEC,Innovator S&P 500 Buffer ETF - December,2019-12-30
BJAN,Innovator S&P 500 Buffer ETF - January,2019-12-30
EFAD,ProShares MSCI EAFE Dividend Growers ETF,2019-12-30
IEDI,iShares Evolved U.S. Discretionary Spending ETF,2019-12-30
PDEC,Innovator S&P 500 Power Buffer ETF - December,2019-12-30
WFIG,WisdomTree U.S. Corporate Bond Fund,2019-12-30
BDEC,Innovator S&P 500 Buffer ETF - December,2019-12-31
BJAN,Innovator S&P 500 Buffer ETF - January,2019-12-31
EFAD,ProShares MSCI EAFE Dividend Growers ETF,2019-12-31
FNOV,FT Cboe Vest U.S. Equity Buffer ETF - November,2019-12-31
IEDI,iShares Evolved U.S. Discretionary Spending ETF,2019-12-31
NUEM,Nuveen ESG Emerging Markets Equity ETF,2019-12-31
PDEC,Innovator S&P 500 Power Buffer ETF - December,2019-12-31
WFIG,WisdomTree U.S. Corporate Bond Fund,2019-12-31
BDEC,Innovator S&P 500 Buffer ETF - December,2020-01-02
BJAN,Innovator S&P 500 Buffer ETF - January,2020-01-02
EFAD,ProShares MSCI EAFE Dividend Growers ETF,2020-01-02
FNOV,FT Cboe Vest U.S. Equity Buffer ETF - November,2020-01-02
IEDI,iShares Evolved U.S. Discretionary Spending ETF,2020-01-02
NUEM,Nuveen ESG Emerging Markets Equity ETF,2020-01-02
PDEC,Innovator S&P 500 Power Buffer ETF - December,2020-01-02
WFIG,WisdomTree U.S. Corporate Bond Fund,2020-01-02
BDEC,Innovator S&P 500 Buffer ETF - December,2020-01-03
BJAN,Innovator S&P 500 Buffer ETF - January,2020-01-03
EFAD,ProShares MSCI EAFE Dividend Growers ETF,2020-01-03
FNOV,FT Cboe Vest U.S. Equity Buffer ETF - November,2020-01-03
IEDI,iShares Evolved U.S. Discretionary Spending ETF,2020-01-03
NUEM,Nuveen ESG Emerging Markets Equity ETF,2020-01-03
PDEC,Innovator S&P 500 Power Buffer ETF - December,2020-01-03
PSMB,Invesco Balanced Multi-Asset Allocation ETF,2020-01-03
WFIG,WisdomTree U.S. Corporate Bond Fund,2020-01-03
BDEC,Innovator S&P 500 Buffer ETF - December,2020-01-06
BJAN,Innovator S&P 500 Buffer ETF - January,2020-01-06
EFAD,ProShares MSCI EAFE Dividend Growers ETF,2020-01-06
FNOV,FT Cboe Vest U.S. Equity Buffer ETF - November,2020-01-06
IEDI,iShares Evolved U.S. Discretionary Spending ETF,2020-01-06
NUEM,Nuveen ESG Emerging Markets Equity ETF,2020-01-06
PDEC,Innovator S&P 500 Power Buffer ETF - December,2020-01-06
PSMB,Invesco Balanced Multi-Asset Allocation ETF,2020-01-06
WFIG,WisdomTree U.S. Corporate Bond Fund,2020-01-06
BDEC,Innovator S&P 500 Buffer ETF - December,2020-01-07
BJAN,Innovator S&P 500 Buffer ETF - January,2020-01-07
FCTR,First Trust Lunt U.S. Factor Rotation ETF,2020-01-07
FNOV,FT Cboe Vest U.S. Equity Buffer ETF - November,2020-01-07
IEDI,iShares Evolved U.S. Discretionary Spending ETF,2020-01-07
NUEM,Nuveen ESG Emerging Markets Equity ETF,2020-01-07
PDEC,Innovator S&P 500 Power Buffer ETF - December,2020-01-07
PSMB,Invesco Balanced Multi-Asset Allocation ETF,2020-01-07
WFIG,WisdomTree U.S. Corporate Bond Fund,2020-01-07
BDEC,Innovator S&P 500 Buffer ETF - December,2020-01-08
BJAN,Innovator S&P 500 Buffer ETF - January,2020-01-08
FCTR,First Trust Lunt U.S. Factor Rotation ETF,2020-01-08
FNOV,FT Cboe Vest U.S. Equity Buffer ETF - November,2020-01-08
IEDI,iShares Evolved U.S. Discretionary Spending ETF,2020-01-08
LSLT,Salt Low truBeta US Market ETF,2020-01-08
MOTI,VanEck Vectors Morningstar International Moat ETF,2020-01-08
NUEM,Nuveen ESG Emerging Markets Equity ETF,2020-01-08
OILK,ProShares K-1 Free Crude Oil Strategy ETF,2020-01-08
PDEC,Innovator S&P 500 Power Buffer ETF - December,2020-01-08
PSMB,Invesco Balanced Multi-Asset Allocation ETF,2020-01-08
BDEC,Innovator S&P 500 Buffer ETF - December,2020-01-09
BJAN,Innovator S&P 500 Buffer ETF - January,2020-01-09
DDLS,WisdomTree Dynamic Currency Hedged International SmallCap Equity Fund,2020-01-09
FCTR,First Trust Lunt U.S. Factor Rotation ETF,2020-01-09
FNOV,FT Cboe Vest U.S. Equity Buffer ETF - November,2020-01-09
IEDI,iShares Evolved U.S. Discretionary Spending ETF,2020-01-09
LSLT,Salt Low truBeta US Market ETF,2020-01-09
MOTI,VanEck Vectors Morningstar International Moat ETF,2020-01-09
OILK,ProShares K-1 Free Crude Oil Strategy ETF,2020-01-09
PDEC,Innovator S&P 500 Power Buffer ETF - December,2020-01-09
PSMB,Invesco Balanced Multi-Asset Allocation ETF,2020-01-09
BDEC,Innovator S&P 500 Buffer ETF - December,2020-01-10
BJAN,Innovator S&P 500 Buffer ETF - January,2020-01-10
DDLS,WisdomTree Dynamic Currency Hedged International SmallCap Equity Fund,2020-01-10
FCTR,First Trust Lunt U.S. Factor Rotation ETF,2020-01-10
FNOV,FT Cboe Vest U.S. Equity Buffer ETF - November,2020-01-10
IEDI,iShares Evolved U.S. Discretionary Spending ETF,2020-01-10
LSLT,Salt Low truBeta US Market ETF,2020-01-10
MOTI,VanEck Vectors Morningstar International Moat ETF,2020-01-10
NOCT,Innovator Nasdaq-100 Power Buffer ETF- October,2020-01-10
OILK,ProShares K-1 Free Crude Oil Strategy ETF,2020-01-10
PDEC,Innovator S&P 500 Power Buffer ETF - December,2020-01-10
PSMB,Invesco Balanced Multi-Asset Allocation ETF,2020-01-10
BJAN,Innovator S&P 500 Buffer ETF - January,2020-01-13
DDLS,WisdomTree Dynamic Currency Hedged International SmallCap Equity Fund,2020-01-13
FCTR,First Trust Lunt U.S. Factor Rotation ETF,2020-01-13
IEDI,iShares Evolved U.S. Discretionary Spending ETF,2020-01-13
LSLT,Salt Low truBeta US Market ETF,2020-01-13
MOTI,VanEck Vectors Morningstar International Moat ETF,2020-01-13
NOCT,Innovator Nasdaq-100 Power Buffer ETF- October,2020-01-13
OILK,ProShares K-1 Free Crude Oil Strategy ETF,2020-01-13
PSMB,Invesco Balanced Multi-Asset Allocation ETF,2020-01-13
BJAN,Innovator S&P 500 Buffer ETF - January,2020-01-14
DDLS,WisdomTree Dynamic Currency Hedged International SmallCap Equity Fund,2020-01-14
FCTR,First Trust Lunt U.S. Factor Rotation ETF,2020-01-14
IEDI,iShares Evolved U.S. Discretionary Spending ETF,2020-01-14
KJAN,Innovator Russell 2000 Power Buffer ETF - January,2020-01-14
LSLT,Salt Low truBeta US Market ETF,2020-01-14
MOTI,VanEck Vectors Morningstar International Moat ETF,2020-01-14
NOCT,Innovator Nasdaq-100 Power Buffer ETF- October,2020-01-14
OILK,ProShares K-1 Free Crude Oil Strategy ETF,2020-01-14
PSMB,Invesco Balanced Multi-Asset Allocation ETF,2020-01-14
TPAY,Tortoise Digital Payments Infrastructure Fund,2020-01-14
BJAN,Innovator S&P 500 Buffer ETF - January,2020-01-15
DDLS,WisdomTree Dynamic Currency Hedged International SmallCap Equity Fund,2020-01-15
EVIX,VelocityShares 1x Long VSTOXX Futures ETN,2020-01-15
EWUS,iShares MSCI United Kingdom Small-Cap ETF,2020-01-15
FCTR,First Trust Lunt U.S. Factor Rotation ETF,2020-01-15
IEDI,iShares Evolved U.S. Discretionary Spending ETF,2020-01-15
KJAN,Innovator Russell 2000 Power Buffer ETF - January,2020-01-15
LSLT,Salt Low truBeta US Market ETF,2020-01-15
MOTI,VanEck Vectors Morningstar International Moat ETF,2020-01-15
NOCT,Innovator Nasdaq-100 Power Buffer ETF- October,2020-01-15
OILK,ProShares K-1 Free Crude Oil Strategy ETF,2020-01-15
PSMB,Invesco Balanced Multi-Asset Allocation ETF,2020-01-15
TPAY,Tortoise Digital Payments Infrastructure Fund,2020-01-15
ALFA,AlphaClone Alternative Alpha ETF,2020-01-16
BJAN,Innovator S&P 500 Buffer ETF - January,2020-01-16
DDLS,WisdomTree Dynamic Currency Hedged International SmallCap Equity Fund,2020-01-16
EVIX,VelocityShares 1x Long VSTOXX Futures ETN,2020-01-16
EWUS,iShares MSCI United Kingdom Small-Cap ETF,2020-01-16
FCTR,First Trust Lunt U.S. Factor Rotation ETF,2020-01-16
IEDI,iShares Evolved U.S. Discretionary Spending ETF,2020-01-16
KJAN,Innovator Russell 2000 Power Buffer ETF - January,2020-01-16
LSLT,Salt Low truBeta US Market ETF,2020-01-16
MOTI,VanEck Vectors Morningstar International Moat ETF,2020-01-16
NOCT,Innovator Nasdaq-100 Power Buffer ETF- October,2020-01-16
OILK,ProShares K-1 Free Crude Oil Strategy ETF,2020-01-16
PSMB,Invesco Balanced Multi-Asset Allocation ETF,2020-01-16
TPAY,Tortoise Digital Payments Infrastructure Fund,2020-01-16
ALFA,AlphaClone Alternative Alpha ETF,2020-01-17
BJAN,Innovator S&P 500 Buffer ETF - January,2020-01-17
DDLS,WisdomTree Dynamic Currency Hedged International SmallCap Equity Fund,2020-01-17
EVIX,VelocityShares 1x Long VSTOXX Futures ETN,2020-01-17
EWUS,iShares MSCI United Kingdom Small-Cap ETF,2020-01-17
FCTR,First Trust Lunt U.S. Factor Rotation ETF,2020-01-17
KJAN,Innovator Russell 2000 Power Buffer ETF - January,2020-01-17
LSLT,Salt Low truBeta US Market ETF,2020-01-17
MOTI,VanEck Vectors Morningstar International Moat ETF,2020-01-17
NOCT,Innovator Nasdaq-100 Power Buffer ETF- October,2020-01-17
PSMB,Invesco Balanced Multi-Asset Allocation ETF,2020-01-17
TPAY,Tortoise Digital Payments Infrastructure Fund,2020-01-17
ALFA,AlphaClone Alternative Alpha ETF,2020-01-21
BJAN,Innovator S&P 500 Buffer ETF - January,2020-01-21
DDLS,WisdomTree Dynamic Currency Hedged International SmallCap Equity Fund,2020-01-21
EVIX,VelocityShares 1x Long VSTOXX Futures ETN,2020-01-21
EWUS,iShares MSCI United Kingdom Small-Cap ETF,2020-01-21
FCTR,First Trust Lunt U.S. Factor Rotation ETF,2020-01-21
HYHG,ProShares High Yield-Interest Rate Hedged ETF,2020-01-21
KJAN,Innovator Russell 2000 Power Buffer ETF - January,2020-01-21
LSLT,Salt Low truBeta US Market ETF,2020-01-21
MOTI,VanEck Vectors Morningstar International Moat ETF,2020-01-21
PSMB,Invesco Balanced Multi-Asset Allocation ETF,2020-01-21
TPAY,Tortoise Digital Payments Infrastructure Fund,2020-01-21
ALFA,AlphaClone Alternative Alpha ETF,2020-01-22
BJAN,Innovator S&P 500 Buffer ETF - January,2020-01-22
DDLS,WisdomTree Dynamic Currency Hedged International SmallCap Equity Fund,2020-01-22
EVIX,VelocityShares 1x Long VSTOXX Futures ETN,2020-01-22
EWUS,iShares MSCI United Kingdom Small-Cap ETF,2020-01-22
FCTR,First Trust Lunt U.S. Factor Rotation ETF,2020-01-22
FNOV,FT Cboe Vest U.S. Equity Buffer ETF - November,2020-01-22
HYHG,ProShares High Yield-Interest Rate Hedged ETF,2020-01-22
KJAN,Innovator Russell 2000 Power Buffer ETF - January,2020-01-22
MOTI,VanEck Vectors Morningstar International Moat ETF,2020-01-22
PSMB,Invesco Balanced Multi-Asset Allocation ETF,2020-01-22
TPAY,Tortoise Digital Payments Infrastructure Fund,2020-01-22
ALFA,AlphaClone Alternative Alpha ETF,2020-01-23
BBUS,JPMorgan BetaBuilders U.S. Equity ETF,2020-01-23
BJAN,Innovator S&P 500 Buffer ETF - January,2020-01-23
DDLS,WisdomTree Dynamic Currency Hedged International SmallCap Equity Fund,2020-01-23
EVIX,VelocityShares 1x Long VSTOXX Futures ETN,2020-01-23
EWUS,iShares MSCI United Kingdom Small-Cap ETF,2020-01-23
FCTR,First Trust Lunt U.S. Factor Rotation ETF,2020-01-23
FNOV,FT Cboe Vest U.S. Equity Buffer ETF - November,2020-01-23
HYHG,ProShares High Yield-Interest Rate Hedged ETF,2020-01-23
KJAN,Innovator Russell 2000 Power Buffer ETF - January,2020-01-23
PSMB,Invesco Balanced Multi-Asset Allocation ETF,2020-01-23
TPAY,Tortoise Digital Payments Infrastructure Fund,2020-01-23
ALFA,AlphaClone Alternative Alpha ETF,2020-01-24
BBUS,JPMorgan BetaBuilders U.S. Equity ETF,2020-01-24
BJAN,Innovator S&P 500 Buffer ETF - January,2020-01-24
DDLS,WisdomTree Dynamic Currency Hedged International SmallCap Equity Fund,2020-01-24
EFAD,ProShares MSCI EAFE Dividend Growers ETF,2020-01-24
EVIX,VelocityShares 1x Long VSTOXX Futures ETN,2020-01-24
EWUS,iShares MSCI United Kingdom Small-Cap ETF,2020-01-24
FCTR,First Trust Lunt U.S. Factor Rotation ETF,2020-01-24
FNOV,FT Cboe Vest U.S. Equity Buffer ETF - November,2020-01-24
HYHG,ProShares High Yield-Interest Rate Hedged ETF,2020-01-24
KJAN,Innovator Russell 2000 Power Buffer ETF - January,2020-01-24
PSMB,Invesco Balanced Multi-Asset Allocation ETF,2020-01-24
TOKE,Cambria Cannabis ETF,2020-01-24
TPAY,Tortoise Digital Payments Infrastructure Fund,2020-01-24
BBUS,JPMorgan BetaBuilders U.S. Equity ETF,2020-01-27
BJAN,Innovator S&P 500 Buffer ETF - January,2020-01-27
EFAD,ProShares MSCI EAFE Dividend Growers ETF,2020-01-27
EVIX,VelocityShares 1x Long VSTOXX Futures ETN,2020-01-27
FCTR,First Trust Lunt U.S. Factor Rotation ETF,2020-01-27
FNOV,FT Cboe Vest U.S. Equity Buffer ETF - November,2020-01-27
HYHG,ProShares High Yield-Interest Rate Hedged ETF,2020-01-27
KJAN,Innovator Russell 2000 Power Buffer ETF - January,2020-01-27
PDEC,Innovator S&P 500 Power Buffer ETF - December,2020-01-27
PSMB,Invesco Balanced Multi-Asset Allocation ETF,2020-01-27
TCTL,Premise Capital Diversified Tactical ETF,2020-01-27
TOKE,Cambria Cannabis ETF,2020-01-27
BBUS,JPMorgan BetaBuilders U.S. Equity ETF,2020-01-28
BJAN,Innovator S&P 500 Buffer ETF - January,2020-01-28
EFAD,ProShares MSCI EAFE Dividend Growers ETF,2020-01-28
EVIX,VelocityShares 1x Long VSTOXX Futures ETN,2020-01-28
FCTR,First Trust Lunt U.S. Factor Rotation ETF,2020-01-28
FNOV,FT Cboe Vest U.S. Equity Buffer ETF - November,2020-01-28
HYHG,ProShares High Yield-Interest Rate Hedged ETF,2020-01-28
KJAN,Innovator Russell 2000 Power Buffer ETF - January,2020-01-28
PDEC,Innovator S&P 500 Power Buffer ETF - December,2020-01-28
PSMB,Invesco Balanced Multi-Asset Allocation ETF,2020-01-28
TCTL,Premise Capital Diversified Tactical ETF,2020-01-28
TOKE,Cambria Cannabis ETF,2020-01-28
BBUS,JPMorgan BetaBuilders U.S. Equity ETF,2020-01-29
BJAN,Innovator S&P 500 Buffer ETF - January,2020-01-29
EFAD,ProShares MSCI EAFE Dividend Growers ETF,2020-01-29
EVIX,VelocityShares 1x Long VSTOXX Futures ETN,2020-01-29
FCTR,First Trust Lunt U.S. Factor Rotation ETF,2020-01-29
FNOV,FT Cboe Vest U.S. Equity Buffer ETF - November,2020-01-29
HYHG,ProShares High Yield-Interest Rate Hedged ETF,2020-01-29
KJAN,Innovator Russell 2000 Power Buffer ETF - January,2020-01-29
PDEC,Innovator S&P 500 Power Buffer ETF - December,2020-01-29
TCTL,Premise Capital Diversified Tactical ETF,2020-01-29
TOKE,Cambria Cannabis ETF,2020-01-29
BBUS,JPMorgan BetaBuilders U.S. Equity ETF,2020-01-30
BJAN,Innovator S&P 500 Buffer ETF - January,2020-01-30
EFAD,ProShares MSCI EAFE Dividend Growers ETF,2020-01-30
EVIX,VelocityShares 1x Long VSTOXX Futures ETN,2020-01-30
FCTR,First Trust Lunt U.S. Factor Rotation ETF,2020-01-30
KJAN,Innovator Russell 2000 Power Buffer ETF - January,2020-01-30
PDEC,Innovator S&P 500 Power Buffer ETF - December,2020-01-30
TCTL,Premise Capital Diversified Tactical ETF,2020-01-30
TOKE,Cambria Cannabis ETF,2020-01-30
BBUS,JPMorgan BetaBuilders U.S. Equity ETF,2020-01-31
BJAN,Innovator S&P 500 Buffer ETF - January,2020-01-31
EFAD,ProShares MSCI EAFE Dividend Growers ETF,2020-01-31
EVIX,VelocityShares 1x Long VSTOXX Futures ETN,2020-01-31
FCTR,First Trust Lunt U.S. Factor Rotation ETF,2020-01-31
KJAN,Innovator Russell 2000 Power Buffer ETF - January,2020-01-31
PDEC,Innovator S&P 500 Power Buffer ETF - December,2020-01-31
STOT,SPDR DoubleLine Short Duration Total Return Tactical ETF,2020-01-31
TCTL,Premise Capital Diversified Tactical ETF,2020-01-31
TOKE,Cambria Cannabis ETF,2020-01-31
BBUS,JPMorgan BetaBuilders U.S. Equity ETF,2020-02-03
BJAN,Innovator S&P 500 Buffer ETF - January,2020-02-03
EPRF,Innovator S&P Investment Grade Preferred ETF,2020-02-03
EVIX,VelocityShares 1x Long VSTOXX Futures ETN,2020-02-03
FCTR,First Trust Lunt U.S. Factor Rotation ETF,2020-02-03
IBMP,iShares iBonds Dec 2027 Term Muni Bond ETF,2020-02-03
KJAN,Innovator Russell 2000 Power Buffer ETF - January,2020-02-03
PDEC,Innovator S&P 500 Power Buffer ETF - December,2020-02-03
STOT,SPDR DoubleLine Short Duration Total Return Tactical ETF,2020-02-03
TCTL,Premise Capital Diversified Tactical ETF,2020-02-03
TOKE,Cambria Cannabis ETF,2020-02-03
BBUS,JPMorgan BetaBuilders U.S. Equity ETF,2020-02-04
DURA,VanEck Vectors Morningstar Durable Dividend ETF,2020-02-04
EPRF,Innovator S&P Investment Grade Preferred ETF,2020-02-04
EVIX,VelocityShares 1x Long VSTOXX Futures ETN,2020-02-04
FCTR,First Trust Lunt U.S. Factor Rotation ETF,2020-02-04
IBMP,iShares iBonds Dec 2027 Term Muni Bond ETF,2020-02-04
KJAN,Innovator Russell 2000 Power Buffer ETF - January,2020-02-04
PDEC,Innovator S&P 500 Power Buffer ETF - December,2020-02-04
PLCY,EventShares U.S. Legislative Opportunities ETF,2020-02-04
STOT,SPDR DoubleLine Short Duration Total Return Tactical ETF,2020-02-04
TCTL,Premise Capital Diversified Tactical ETF,2020-02-04
BBUS,JPMorgan BetaBuilders U.S. Equity ETF,2020-02-05
DURA,VanEck Vectors Morningstar Durable Dividend ETF,2020-02-05
EPRF,Innovator S&P Investment Grade Preferred ETF,2020-02-05
EVIX,VelocityShares 1x Long VSTOXX Futures ETN,2020-02-05
FCTR,First Trust Lunt U.S. Factor Rotation ETF,2020-02-05
IBMP,iShares iBonds Dec 2027 Term Muni Bond ETF,2020-02-05
KJAN,Innovator Russell 2000 Power Buffer ETF - January,2020-02-05
PLCY,EventShares U.S. Legislative Opportunities ETF,2020-02-05
STOT,SPDR DoubleLine Short Duration Total Return Tactical ETF,2020-02-05
TCTL,Premise Capital Diversified Tactical ETF,2020-02-05
BBUS,JPMorgan BetaBuilders U.S. Equity ETF,2020-02-06
DURA,VanEck Vectors Morningstar Durable Dividend ETF,2020-02-06
EPRF,Innovator S&P Investment Grade Preferred ETF,2020-02-06
EVIX,VelocityShares 1x Long VSTOXX Futures ETN,2020-02-06
FCTR,First Trust Lunt U.S. Factor Rotation ETF,2020-02-06
IBMP,iShares iBonds Dec 2027 Term Muni Bond ETF,2020-02-06
KJAN,Innovator Russell 2000 Power Buffer ETF - January,2020-02-06
PLCY,EventShares U.S. Legislative Opportunities ETF,2020-02-06
STOT,SPDR DoubleLine Short Duration Total Return Tactical ETF,2020-02-06
TCTL,Premise Capital Diversified Tactical ETF,2020-02-06
BBUS,JPMorgan BetaBuilders U.S. Equity ETF,2020-02-07
DURA,VanEck Vectors Morningstar Durable Dividend ETF,2020-02-07
EPRF,Innovator S&P Investment Grade Preferred ETF,2020-02-07
EVIX,VelocityShares 1x Long VSTOXX Futures ETN,2020-02-07
FCTR,First Trust Lunt U.S. Factor Rotation ETF,2020-02-07
IBMP,iShares iBonds Dec 2027 Term Muni Bond ETF,2020-02-07
KJAN,Innovator Russell 2000 Power Buffer ETF - January,2020-02-07
PLCY,EventShares U.S. Legislative Opportunities ETF,2020-02-07
STOT,SPDR DoubleLine Short Duration Total Return Tactical ETF,2020-02-07
TCTL,Premise Capital Diversified Tactical ETF,2020-02-07
BBUS,JPMorgan BetaBuilders U.S. Equity ETF,2020-02-10
DURA,VanEck Vectors Morningstar Durable Dividend ETF,2020-02-10
EPRF,Innovator S&P Investment Grade Preferred ETF,2020-02-10
EVIX,VelocityShares 1x Long VSTOXX Futures ETN,2020-02-10
FCTR,First Trust Lunt U.S. Factor Rotation ETF,2020-02-10
IBMP,iShares iBonds Dec 2027 Term Muni Bond ETF,2020-02-10
KJAN,Innovator Russell 2000 Power Buffer ETF - January,2020-02-10
PLCY,EventShares U.S. Legislative Opportunities ETF,2020-02-10
STOT,SPDR DoubleLine Short Duration Total Return Tactical ETF,2020-02-10
TCTL,Premise Capital Diversified Tactical ETF,2020-02-10
BBUS,JPMorgan BetaBuilders U.S. Equity ETF,2020-02-11
BFEB,Innovator S&P 500 Buffer ETF - February,2020-02-11
DURA,VanEck Vectors Morningstar Durable Dividend ETF,2020-02-11
EVIX,VelocityShares 1x Long VSTOXX Futures ETN,2020-02-11
IBMP,iShares iBonds Dec 2027 Term Muni Bond ETF,2020-02-11
KJAN,Innovator Russell 2000 Power Buffer ETF - January,2020-02-11
PLCY,EventShares U.S. Legislative Opportunities ETF,2020-02-11
STOT,SPDR DoubleLine Short Duration Total Return Tactical ETF,2020-02-11
TCTL,Premise Capital Diversified Tactical ETF,2020-02-11
BBUS,JPMorgan BetaBuilders U.S. Equity ETF,2020-02-12
BFEB,Innovator S&P 500 Buffer ETF - February,2020-02-12
DURA,VanEck Vectors Morningstar Durable Dividend ETF,2020-02-12
