Symbol,Security Name,Market Category,Reg SHO Threshold Flag,Rule 3210,Filler,Date,ID
FTHI,FIRST TRUST EXCHANGE TRADED FD,G,Y,N,,20191101,20191101230002
HBT,HBT FINL INC.COM,Q,Y,N,,20191101,20191101230002
JFU,9F INC SPONSORED ADS (CYM),G,Y,N,,20191101,20191101230002
MTFB,MOTIF BIO PLC SPONSORED ADR,S,Y,N,,20191101,20191101230002
NNDM,NANO DIMENSION LTD SPONSORED A,S,Y,N,,20191101,20191101230002
OCGN,OCUGEN INC COM,S,Y,N,,20191101,20191101230002
OFSSI,OFS CAP CORP NT,Q,Y,N,,20191101,20191101230002
OPGN,OPGEN INC COM PAR $0.01(DE),S,Y,N,,20191101,20191101230002
OVID,OVID THERAPEUTICS INC,Q,Y,N,,20191101,20191101230002
PDEV,PRIN EXCH-TRADED FDS INTL MULT,G,Y,N,,20191101,20191101230002
TMDI,TITAN MED INC (CANADA),S,Y,N,,20191101,20191101230002
TROV,TROVAGENE INC COM PAR $0.0001,S,Y,N,,20191101,20191101230002
TVIX,CREDIT SUISSE AG NASSAU BRH VE,G,Y,N,,20191101,20191101230002
WBND,LEGG MASON ETF INVT TR WESTN A,G,Y,N,,20191101,20191101230002
APOP,CELLECT BIOTECHNOLOGY LTD SPON,S,Y,N,,20191104,20191104230001
AWSM,COOL HLDGS INC COM STK (MD),S,Y,N,,20191104,20191104230001
BYND,BEYOND MEAT INC COM (DE),Q,Y,N,,20191104,20191104230001
FPXI,FIRST TR EXCHANGE-TRADED FD II,G,Y,N,,20191104,20191104230001
FTHI,FIRST TRUST EXCHANGE TRADED FD,G,Y,N,,20191104,20191104230001
HBT,HBT FINL INC.COM,Q,Y,N,,20191104,20191104230001
JFU,9F INC SPONSORED ADS (CYM),G,Y,N,,20191104,20191104230001
MTFB,MOTIF BIO PLC SPONSORED ADR,S,Y,N,,20191104,20191104230001
NNDM,NANO DIMENSION LTD SPONSORED A,S,Y,N,,20191104,20191104230001
OCGN,OCUGEN INC COM,S,Y,N,,20191104,20191104230001
OFSSI,OFS CAP CORP NT,Q,Y,N,,20191104,20191104230001
OPGN,OPGEN INC COM PAR $0.01(DE),S,Y,N,,20191104,20191104230001
OVID,OVID THERAPEUTICS INC,Q,Y,N,,20191104,20191104230001
PDEV,PRIN EXCH-TRADED FDS INTL MULT,G,Y,N,,20191104,20191104230001
TMDI,TITAN MED INC (CANADA),S,Y,N,,20191104,20191104230001
TROV,TROVAGENE INC COM PAR $0.0001,S,Y,N,,20191104,20191104230001
TVIX,CREDIT SUISSE AG NASSAU BRH VE,G,Y,N,,20191104,20191104230001
WBND,LEGG MASON ETF INVT TR WESTN A,G,Y,N,,20191104,20191104230001
WWR,WESTWATER RES INC COM NEW (DE),S,Y,N,,20191104,20191104230001
APOP,CELLECT BIOTECHNOLOGY LTD SPON,S,Y,N,,20191105,20191105230028
AWSM,COOL HLDGS INC COM STK (MD),S,Y,N,,20191105,20191105230028
BYND,BEYOND MEAT INC COM (DE),Q,Y,N,,20191105,20191105230028
FPXI,FIRST TR EXCHANGE-TRADED FD II,G,Y,N,,20191105,20191105230028
FTHI,FIRST TRUST EXCHANGE TRADED FD,G,Y,N,,20191105,20191105230028
HBT,HBT FINL INC.COM,Q,Y,N,,20191105,20191105230028
JFU,9F INC SPONSORED ADS (CYM),G,Y,N,,20191105,20191105230028
MTFB,MOTIF BIO PLC SPONSORED ADR,S,Y,N,,20191105,20191105230028
NNDM,NANO DIMENSION LTD SPONSORED A,S,Y,N,,20191105,20191105230028
OFSSI,OFS CAP CORP NT,Q,Y,N,,20191105,20191105230028
OPGN,OPGEN INC COM PAR $0.01(DE),S,Y,N,,20191105,20191105230028
OVID,OVID THERAPEUTICS INC,Q,Y,N,,20191105,20191105230028
TMDI,TITAN MED INC (CANADA),S,Y,N,,20191105,20191105230028
TROV,TROVAGENE INC COM PAR $0.0001,S,Y,N,,20191105,20191105230028
TVIX,CREDIT SUISSE AG NASSAU BRH VE,G,Y,N,,20191105,20191105230028
WBND,LEGG MASON ETF INVT TR WESTN A,G,Y,N,,20191105,20191105230028
WWR,WESTWATER RES INC COM NEW (DE),S,Y,N,,20191105,20191105230028
APOP,CELLECT BIOTECHNOLOGY LTD SPON,S,Y,N,,20191106,20191106230029
AWSM,COOL HLDGS INC COM STK (MD),S,Y,N,,20191106,20191106230029
BYND,BEYOND MEAT INC COM (DE),Q,Y,N,,20191106,20191106230029
FPXI,FIRST TR EXCHANGE-TRADED FD II,G,Y,N,,20191106,20191106230029
MTFB,MOTIF BIO PLC SPONSORED ADR,S,Y,N,,20191106,20191106230029
NNDM,NANO DIMENSION LTD SPONSORED A,S,Y,N,,20191106,20191106230029
OFSSI,OFS CAP CORP NT,Q,Y,N,,20191106,20191106230029
OPGN,OPGEN INC COM PAR $0.01(DE),S,Y,N,,20191106,20191106230029
OVID,OVID THERAPEUTICS INC,Q,Y,N,,20191106,20191106230029
SES,"SYNTHESIS ENERGY SYSTEMS, INC",S,Y,N,,20191106,20191106230029
TMDI,TITAN MED INC (CANADA),S,Y,N,,20191106,20191106230029
TROV,TROVAGENE INC COM PAR $0.0001,S,Y,N,,20191106,20191106230029
TVIX,CREDIT SUISSE AG NASSAU BRH VE,G,Y,N,,20191106,20191106230029
WBND,LEGG MASON ETF INVT TR WESTN A,G,Y,N,,20191106,20191106230029
WWR,WESTWATER RES INC COM NEW (DE),S,Y,N,,20191106,20191106230029
FPXI,FIRST TR EXCHANGE-TRADED FD II,G,Y,N,,20191107,20191107230029
MTFB,MOTIF BIO PLC SPONSORED ADR,S,Y,N,,20191107,20191107230029
NNDM,NANO DIMENSION LTD SPONSORED A,S,Y,N,,20191107,20191107230029
OFSSI,OFS CAP CORP NT,Q,Y,N,,20191107,20191107230029
OPGN,OPGEN INC COM PAR $0.01(DE),S,Y,N,,20191107,20191107230029
OVID,OVID THERAPEUTICS INC,Q,Y,N,,20191107,20191107230029
SES,"SYNTHESIS ENERGY SYSTEMS, INC",S,Y,N,,20191107,20191107230029
TMDI,TITAN MED INC (CANADA),S,Y,N,,20191107,20191107230029
TROV,TROVAGENE INC COM PAR $0.0001,S,Y,N,,20191107,20191107230029
TVIX,CREDIT SUISSE AG NASSAU BRH VE,G,Y,N,,20191107,20191107230029
WBND,LEGG MASON ETF INVT TR WESTN A,G,Y,N,,20191107,20191107230029
WWR,WESTWATER RES INC COM NEW (DE),S,Y,N,,20191107,20191107230029
FPXI,FIRST TR EXCHANGE-TRADED FD II,G,Y,N,,20191108,20191108230029
MTFB,MOTIF BIO PLC SPONSORED ADR,S,Y,N,,20191108,20191108230029
NNDM,NANO DIMENSION LTD SPONSORED A,S,Y,N,,20191108,20191108230029
OFSSI,OFS CAP CORP NT,Q,Y,N,,20191108,20191108230029
OPGN,OPGEN INC COM PAR $0.01(DE),S,Y,N,,20191108,20191108230029
OVID,OVID THERAPEUTICS INC,Q,Y,N,,20191108,20191108230029
SES,"SYNTHESIS ENERGY SYSTEMS, INC",S,Y,N,,20191108,20191108230029
TMDI,TITAN MED INC (CANADA),S,Y,N,,20191108,20191108230029
TVIX,CREDIT SUISSE AG NASSAU BRH VE,G,Y,N,,20191108,20191108230029
WBND,LEGG MASON ETF INVT TR WESTN A,G,Y,N,,20191108,20191108230029
WWR,WESTWATER RES INC COM NEW (DE),S,Y,N,,20191108,20191108230029
FPXI,FIRST TR EXCHANGE-TRADED FD II,G,Y,N,,20191111,20191111230028
MTFB,MOTIF BIO PLC SPONSORED ADR,S,Y,N,,20191111,20191111230028
NNDM,NANO DIMENSION LTD SPONSORED A,S,Y,N,,20191111,20191111230028
OFSSI,OFS CAP CORP NT,Q,Y,N,,20191111,20191111230028
OPGN,OPGEN INC COM PAR $0.01(DE),S,Y,N,,20191111,20191111230028
OVID,OVID THERAPEUTICS INC,Q,Y,N,,20191111,20191111230028
SES,"SYNTHESIS ENERGY SYSTEMS, INC",S,Y,N,,20191111,20191111230028
TMDI,TITAN MED INC (CANADA),S,Y,N,,20191111,20191111230028
TVIX,CREDIT SUISSE AG NASSAU BRH VE,G,Y,N,,20191111,20191111230028
WBND,LEGG MASON ETF INVT TR WESTN A,G,Y,N,,20191111,20191111230028
WWR,WESTWATER RES INC COM NEW (DE),S,Y,N,,20191111,20191111230028
FPXI,FIRST TR EXCHANGE-TRADED FD II,G,Y,N,,20191112,20191112230002
MTFB,MOTIF BIO PLC SPONSORED ADR,S,Y,N,,20191112,20191112230002
NPA,NEW PROVIDENCE ACQUISITION COR,S,Y,N,,20191112,20191112230002
OPGN,OPGEN INC COM PAR $0.01(DE),S,Y,N,,20191112,20191112230002
SES,"SYNTHESIS ENERGY SYSTEMS, INC",S,Y,N,,20191112,20191112230002
TMDI,TITAN MED INC (CANADA),S,Y,N,,20191112,20191112230002
TVIX,CREDIT SUISSE AG NASSAU BRH VE,G,Y,N,,20191112,20191112230002
WBND,LEGG MASON ETF INVT TR WESTN A,G,Y,N,,20191112,20191112230002
WWR,WESTWATER RES INC COM NEW (DE),S,Y,N,,20191112,20191112230002
YLCO,GLBL X FUNDS GLBL X YLDCO & RE,G,Y,N,,20191112,20191112230002
CCCL,CHINA CERAMICS CO LTD USD SHS,S,Y,N,,20191113,20191113230028
MTFB,MOTIF BIO PLC SPONSORED ADR,S,Y,N,,20191113,20191113230028
NPA,NEW PROVIDENCE ACQUISITION COR,S,Y,N,,20191113,20191113230028
OPGN,OPGEN INC COM PAR $0.01(DE),S,Y,N,,20191113,20191113230028
SES,"SYNTHESIS ENERGY SYSTEMS, INC",S,Y,N,,20191113,20191113230028
TMDI,TITAN MED INC (CANADA),S,Y,N,,20191113,20191113230028
TVIX,CREDIT SUISSE AG NASSAU BRH VE,G,Y,N,,20191113,20191113230028
VTVT,VTV THERAPEUTICS INC CL A (DE),S,Y,N,,20191113,20191113230028
YLCO,GLBL X FUNDS GLBL X YLDCO & RE,G,Y,N,,20191113,20191113230028
CCCL,CHINA CERAMICS CO LTD USD SHS,S,Y,N,,20191114,20191114230028
FNY,FIRST TRUST MID CAP GROWTH ALP,G,Y,N,,20191114,20191114230028
HNDL,STRATEGY SHS  NASDAQ 7 HANDL I,G,Y,N,,20191114,20191114230028
MTFB,MOTIF BIO PLC SPONSORED ADR,S,Y,N,,20191114,20191114230028
NPA,NEW PROVIDENCE ACQUISITION COR,S,Y,N,,20191114,20191114230028
OPGN,OPGEN INC COM PAR $0.01(DE),S,Y,N,,20191114,20191114230028
SES,"SYNTHESIS ENERGY SYSTEMS, INC",S,Y,N,,20191114,20191114230028
TMDI,TITAN MED INC (CANADA),S,Y,N,,20191114,20191114230028
TVIX,CREDIT SUISSE AG NASSAU BRH VE,G,Y,N,,20191114,20191114230028
VTVT,VTV THERAPEUTICS INC CL A (DE),S,Y,N,,20191114,20191114230028
YLCO,GLBL X FUNDS GLBL X YLDCO & RE,G,Y,N,,20191114,20191114230028
CCCL,CHINA CERAMICS CO LTD USD SHS,S,Y,N,,20191115,20191115230029
FNY,FIRST TRUST MID CAP GROWTH ALP,G,Y,N,,20191115,20191115230029
HNDL,STRATEGY SHS  NASDAQ 7 HANDL I,G,Y,N,,20191115,20191115230029
LK,LUCKIN COFFEE INC ADR (CYM),Q,Y,N,,20191115,20191115230029
MTFB,MOTIF BIO PLC SPONSORED ADR,S,Y,N,,20191115,20191115230029
NPA,NEW PROVIDENCE ACQUISITION COR,S,Y,N,,20191115,20191115230029
OPGN,OPGEN INC COM PAR $0.01(DE),S,Y,N,,20191115,20191115230029
SES,"SYNTHESIS ENERGY SYSTEMS, INC",S,Y,N,,20191115,20191115230029
TMDI,TITAN MED INC (CANADA),S,Y,N,,20191115,20191115230029
TVIX,CREDIT SUISSE AG NASSAU BRH VE,G,Y,N,,20191115,20191115230029
VTVT,VTV THERAPEUTICS INC CL A (DE),S,Y,N,,20191115,20191115230029
YLCO,GLBL X FUNDS GLBL X YLDCO & RE,G,Y,N,,20191115,20191115230029
CCCL,CHINA CERAMICS CO LTD USD SHS,S,Y,N,,20191118,20191118230036
FNY,FIRST TRUST MID CAP GROWTH ALP,G,Y,N,,20191118,20191118230036
HNDL,STRATEGY SHS  NASDAQ 7 HANDL I,G,Y,N,,20191118,20191118230036
LK,LUCKIN COFFEE INC ADR (CYM),Q,Y,N,,20191118,20191118230036
MTFB,MOTIF BIO PLC SPONSORED ADR,S,Y,N,,20191118,20191118230036
NPA,NEW PROVIDENCE ACQUISITION COR,S,Y,N,,20191118,20191118230036
ORSN,ORISUN ACQUISITION CORP COM,S,Y,N,,20191118,20191118230036
SES,"SYNTHESIS ENERGY SYSTEMS, INC",S,Y,N,,20191118,20191118230036
TMDI,TITAN MED INC (CANADA),S,Y,N,,20191118,20191118230036
TVIX,CREDIT SUISSE AG NASSAU BRH VE,G,Y,N,,20191118,20191118230036
VTVT,VTV THERAPEUTICS INC CL A (DE),S,Y,N,,20191118,20191118230036
YLCO,GLBL X FUNDS GLBL X YLDCO & RE,G,Y,N,,20191118,20191118230036
CCCL,CHINA CERAMICS CO LTD USD SHS,S,Y,N,,20191119,20191119230030
CLVS,CLOVIS ONCOLOGY INC COM STK (D,Q,Y,N,,20191119,20191119230030
FNY,FIRST TRUST MID CAP GROWTH ALP,G,Y,N,,20191119,20191119230030
HNDL,STRATEGY SHS  NASDAQ 7 HANDL I,G,Y,N,,20191119,20191119230030
KRKR,36KR HLDGS INC ADR (CYM),G,Y,N,,20191119,20191119230030
LK,LUCKIN COFFEE INC ADR (CYM),Q,Y,N,,20191119,20191119230030
MOHO,ECMOHO LTD ADS (CYM),G,Y,N,,20191119,20191119230030
MTFB,MOTIF BIO PLC SPONSORED ADR,S,Y,N,,20191119,20191119230030
NPA,NEW PROVIDENCE ACQUISITION COR,S,Y,N,,20191119,20191119230030
ONTX,ONCONOVA THERAPEUTICS INC COM,S,Y,N,,20191119,20191119230030
ORSN,ORISUN ACQUISITION CORP COM,S,Y,N,,20191119,20191119230030
POTX,GLOBAL X FDS GLOBAL X CANNABIS,G,Y,N,,20191119,20191119230030
TELA,TELA BIO INC COM,G,Y,N,,20191119,20191119230030
TMDI,TITAN MED INC (CANADA),S,Y,N,,20191119,20191119230030
TVIX,CREDIT SUISSE AG NASSAU BRH VE,G,Y,N,,20191119,20191119230030
VTVT,VTV THERAPEUTICS INC CL A (DE),S,Y,N,,20191119,20191119230030
YLCO,GLBL X FUNDS GLBL X YLDCO & RE,G,Y,N,,20191119,20191119230030
YVR,LIQUID MEDIA GROUP LTD NEW COM,S,Y,N,,20191119,20191119230030
CLVS,CLOVIS ONCOLOGY INC COM STK (D,Q,Y,N,,20191120,20191120230030
FNY,FIRST TRUST MID CAP GROWTH ALP,G,Y,N,,20191120,20191120230030
HNDL,STRATEGY SHS  NASDAQ 7 HANDL I,G,Y,N,,20191120,20191120230030
KRKR,36KR HLDGS INC ADR (CYM),G,Y,N,,20191120,20191120230030
LK,LUCKIN COFFEE INC ADR (CYM),Q,Y,N,,20191120,20191120230030
MOHO,ECMOHO LTD ADS (CYM),G,Y,N,,20191120,20191120230030
MTFB,MOTIF BIO PLC SPONSORED ADR,S,Y,N,,20191120,20191120230030
ONTX,ONCONOVA THERAPEUTICS INC COM,S,Y,N,,20191120,20191120230030
ORSN,ORISUN ACQUISITION CORP COM,S,Y,N,,20191120,20191120230030
POTX,GLOBAL X FDS GLOBAL X CANNABIS,G,Y,N,,20191120,20191120230030
SNOAW,SONOMA PHARMACEUTICALS INC WT,S,Y,N,,20191120,20191120230030
TELA,TELA BIO INC COM,G,Y,N,,20191120,20191120230030
TMDI,TITAN MED INC (CANADA),S,Y,N,,20191120,20191120230030
TVIX,CREDIT SUISSE AG NASSAU BRH VE,G,Y,N,,20191120,20191120230030
YLCO,GLBL X FUNDS GLBL X YLDCO & RE,G,Y,N,,20191120,20191120230030
YVR,LIQUID MEDIA GROUP LTD NEW COM,S,Y,N,,20191120,20191120230030
BNGO,BIONANO GENOMICS INC COM,S,Y,N,,20191121,20191121230029
BSMR,INVESCO BULLETSHARES 2027 MUNI,G,Y,N,,20191121,20191121230029
BSMT,INVESCO BULLETSHARES 2029 MUNI,G,Y,N,,20191121,20191121230029
CLVS,CLOVIS ONCOLOGY INC COM STK (D,Q,Y,N,,20191121,20191121230029
HNDL,STRATEGY SHS  NASDAQ 7 HANDL I,G,Y,N,,20191121,20191121230029
KRKR,36KR HLDGS INC ADR (CYM),G,Y,N,,20191121,20191121230029
LK,LUCKIN COFFEE INC ADR (CYM),Q,Y,N,,20191121,20191121230029
MOHO,ECMOHO LTD ADS (CYM),G,Y,N,,20191121,20191121230029
MTFB,MOTIF BIO PLC SPONSORED ADR,S,Y,N,,20191121,20191121230029
NSYS,NORTECH SYS INC,S,Y,N,,20191121,20191121230029
ONTX,ONCONOVA THERAPEUTICS INC COM,S,Y,N,,20191121,20191121230029
ORSN,ORISUN ACQUISITION CORP COM,S,Y,N,,20191121,20191121230029
POTX,GLOBAL X FDS GLOBAL X CANNABIS,G,Y,N,,20191121,20191121230029
SNOAW,SONOMA PHARMACEUTICALS INC WT,S,Y,N,,20191121,20191121230029
TELA,TELA BIO INC COM,G,Y,N,,20191121,20191121230029
TMDI,TITAN MED INC (CANADA),S,Y,N,,20191121,20191121230029
TVIX,CREDIT SUISSE AG NASSAU BRH VE,G,Y,N,,20191121,20191121230029
YLCO,GLBL X FUNDS GLBL X YLDCO & RE,G,Y,N,,20191121,20191121230029
YVR,LIQUID MEDIA GROUP LTD NEW COM,S,Y,N,,20191121,20191121230029
BNGO,BIONANO GENOMICS INC COM,S,Y,N,,20191122,20191122230028
BSMR,INVESCO BULLETSHARES 2027 MUNI,G,Y,N,,20191122,20191122230028
BSMT,INVESCO BULLETSHARES 2029 MUNI,G,Y,N,,20191122,20191122230028
CLVS,CLOVIS ONCOLOGY INC COM STK (D,Q,Y,N,,20191122,20191122230028
GLBS,GLOBUS MARITIME LIMITED COM (M,S,Y,N,,20191122,20191122230028
KRKR,36KR HLDGS INC ADR (CYM),G,Y,N,,20191122,20191122230028
LK,LUCKIN COFFEE INC ADR (CYM),Q,Y,N,,20191122,20191122230028
MOHO,ECMOHO LTD ADS (CYM),G,Y,N,,20191122,20191122230028
MTFB,MOTIF BIO PLC SPONSORED ADR,S,Y,N,,20191122,20191122230028
NSYS,NORTECH SYS INC,S,Y,N,,20191122,20191122230028
ONTX,ONCONOVA THERAPEUTICS INC COM,S,Y,N,,20191122,20191122230028
ORSN,ORISUN ACQUISITION CORP COM,S,Y,N,,20191122,20191122230028
POTX,GLOBAL X FDS GLOBAL X CANNABIS,G,Y,N,,20191122,20191122230028
SNOAW,SONOMA PHARMACEUTICALS INC WT,S,Y,N,,20191122,20191122230028
TELA,TELA BIO INC COM,G,Y,N,,20191122,20191122230028
TMDI,TITAN MED INC (CANADA),S,Y,N,,20191122,20191122230028
YLCO,GLBL X FUNDS GLBL X YLDCO & RE,G,Y,N,,20191122,20191122230028
YVR,LIQUID MEDIA GROUP LTD NEW COM,S,Y,N,,20191122,20191122230028
BNGO,BIONANO GENOMICS INC COM,S,Y,N,,20191125,20191125230029
BSMR,INVESCO BULLETSHARES 2027 MUNI,G,Y,N,,20191125,20191125230029
BSMT,INVESCO BULLETSHARES 2029 MUNI,G,Y,N,,20191125,20191125230029
CLVS,CLOVIS ONCOLOGY INC COM STK (D,Q,Y,N,,20191125,20191125230029
GLBS,GLOBUS MARITIME LIMITED COM (M,S,Y,N,,20191125,20191125230029
KRKR,36KR HLDGS INC ADR (CYM),G,Y,N,,20191125,20191125230029
MOHO,ECMOHO LTD ADS (CYM),G,Y,N,,20191125,20191125230029
MTFB,MOTIF BIO PLC SPONSORED ADR,S,Y,N,,20191125,20191125230029
NSYS,NORTECH SYS INC,S,Y,N,,20191125,20191125230029
ONTX,ONCONOVA THERAPEUTICS INC COM,S,Y,N,,20191125,20191125230029
ORSN,ORISUN ACQUISITION CORP COM,S,Y,N,,20191125,20191125230029
POTX,GLOBAL X FDS GLOBAL X CANNABIS,G,Y,N,,20191125,20191125230029
SNOAW,SONOMA PHARMACEUTICALS INC WT,S,Y,N,,20191125,20191125230029
TELA,TELA BIO INC COM,G,Y,N,,20191125,20191125230029
TMDI,TITAN MED INC (CANADA),S,Y,N,,20191125,20191125230029
YLCO,GLBL X FUNDS GLBL X YLDCO & RE,G,Y,N,,20191125,20191125230029
YVR,LIQUID MEDIA GROUP LTD NEW COM,S,Y,N,,20191125,20191125230029
BNGO,BIONANO GENOMICS INC COM,S,Y,N,,20191126,20191126230029
BSMR,INVESCO BULLETSHARES 2027 MUNI,G,Y,N,,20191126,20191126230029
BSMT,INVESCO BULLETSHARES 2029 MUNI,G,Y,N,,20191126,20191126230029
CLVS,CLOVIS ONCOLOGY INC COM STK (D,Q,Y,N,,20191126,20191126230029
GLBS,GLOBUS MARITIME LIMITED COM (M,S,Y,N,,20191126,20191126230029
MTFB,MOTIF BIO PLC SPONSORED ADR,S,Y,N,,20191126,20191126230029
NSYS,NORTECH SYS INC,S,Y,N,,20191126,20191126230029
ONTX,ONCONOVA THERAPEUTICS INC COM,S,Y,N,,20191126,20191126230029
ORSN,ORISUN ACQUISITION CORP COM,S,Y,N,,20191126,20191126230029
POTX,GLOBAL X FDS GLOBAL X CANNABIS,G,Y,N,,20191126,20191126230029
SNOAW,SONOMA PHARMACEUTICALS INC WT,S,Y,N,,20191126,20191126230029
TMDI,TITAN MED INC (CANADA),S,Y,N,,20191126,20191126230029
YLCO,GLBL X FUNDS GLBL X YLDCO & RE,G,Y,N,,20191126,20191126230029
YVR,LIQUID MEDIA GROUP LTD NEW COM,S,Y,N,,20191126,20191126230029
BNGO,BIONANO GENOMICS INC COM,S,Y,N,,20191127,20191127230028
BSMR,INVESCO BULLETSHARES 2027 MUNI,G,Y,N,,20191127,20191127230028
BSMT,INVESCO BULLETSHARES 2029 MUNI,G,Y,N,,20191127,20191127230028
CGIX,CANCER GENETICS INC COM NEW,S,Y,N,,20191127,20191127230028
CLVS,CLOVIS ONCOLOGY INC COM STK (D,Q,Y,N,,20191127,20191127230028
GLBS,GLOBUS MARITIME LIMITED COM (M,S,Y,N,,20191127,20191127230028
IPKW,INVESCO ETF TR II INTERNATIONA,G,Y,N,,20191127,20191127230028
MTFB,MOTIF BIO PLC SPONSORED ADR,S,Y,N,,20191127,20191127230028
NSYS,NORTECH SYS INC,S,Y,N,,20191127,20191127230028
ONTX,ONCONOVA THERAPEUTICS INC COM,S,Y,N,,20191127,20191127230028
POTX,GLOBAL X FDS GLOBAL X CANNABIS,G,Y,N,,20191127,20191127230028
SNOAW,SONOMA PHARMACEUTICALS INC WT,S,Y,N,,20191127,20191127230028
TMDI,TITAN MED INC (CANADA),S,Y,N,,20191127,20191127230028
YLCO,GLBL X FUNDS GLBL X YLDCO & RE,G,Y,N,,20191127,20191127230028
YVR,LIQUID MEDIA GROUP LTD NEW COM,S,Y,N,,20191127,20191127230028
BNGO,BIONANO GENOMICS INC COM,S,Y,N,,20191129,20191129230029
CGIX,CANCER GENETICS INC COM NEW,S,Y,N,,20191129,20191129230029
CLVS,CLOVIS ONCOLOGY INC COM STK (D,Q,Y,N,,20191129,20191129230029
DWPP,FIRST TRUST ETF DORSEY WRIGHT,G,Y,N,,20191129,20191129230029
GLBS,GLOBUS MARITIME LIMITED COM (M,S,Y,N,,20191129,20191129230029
HEPA,HEPION PHARMACEUTICALS INC,S,Y,N,,20191129,20191129230029
IPKW,INVESCO ETF TR II INTERNATIONA,G,Y,N,,20191129,20191129230029
MTFB,MOTIF BIO PLC SPONSORED ADR,S,Y,N,,20191129,20191129230029
ONTX,ONCONOVA THERAPEUTICS INC COM,S,Y,N,,20191129,20191129230029
POTX,GLOBAL X FDS GLOBAL X CANNABIS,G,Y,N,,20191129,20191129230029
SNOAW,SONOMA PHARMACEUTICALS INC WT,S,Y,N,,20191129,20191129230029
SUSC,ISHARES TR ESG USD CORPORATE B,G,Y,N,,20191129,20191129230029
TMDI,TITAN MED INC (CANADA),S,Y,N,,20191129,20191129230029
YLCO,GLBL X FUNDS GLBL X YLDCO & RE,G,Y,N,,20191129,20191129230029
YVR,LIQUID MEDIA GROUP LTD NEW COM,S,Y,N,,20191129,20191129230029
BNGO,BIONANO GENOMICS INC COM,S,Y,N,,20191202,20191202230036
CAN,CANAAN INC SPONSORED ADR (CYM),G,Y,N,,20191202,20191202230036
CGIX,CANCER GENETICS INC COM NEW,S,Y,N,,20191202,20191202230036
CLVS,CLOVIS ONCOLOGY INC COM STK (D,Q,Y,N,,20191202,20191202230036
DWPP,FIRST TRUST ETF DORSEY WRIGHT,G,Y,N,,20191202,20191202230036
HEPA,HEPION PHARMACEUTICALS INC,S,Y,N,,20191202,20191202230036
IPKW,INVESCO ETF TR II INTERNATIONA,G,Y,N,,20191202,20191202230036
MTFB,MOTIF BIO PLC SPONSORED ADR,S,Y,N,,20191202,20191202230036
NPAWW,NEW PROVIDENCE ACQUISITION COR,S,Y,N,,20191202,20191202230036
ONTX,ONCONOVA THERAPEUTICS INC COM,S,Y,N,,20191202,20191202230036
POTX,GLOBAL X FDS GLOBAL X CANNABIS,G,Y,N,,20191202,20191202230036
SNOAW,SONOMA PHARMACEUTICALS INC WT,S,Y,N,,20191202,20191202230036
SUNW,SUNWORKS INC COM STK (DE),S,Y,N,,20191202,20191202230036
SUSC,ISHARES TR ESG USD CORPORATE B,G,Y,N,,20191202,20191202230036
TMDI,TITAN MED INC (CANADA),S,Y,N,,20191202,20191202230036
YLCO,GLBL X FUNDS GLBL X YLDCO & RE,G,Y,N,,20191202,20191202230036
YVR,LIQUID MEDIA GROUP LTD NEW COM,S,Y,N,,20191202,20191202230036
ASLN,ASLAN PHARMACEUTICALS LTD ADS,G,Y,N,,20191203,20191203230030
CAN,CANAAN INC SPONSORED ADR (CYM),G,Y,N,,20191203,20191203230030
CGIX,CANCER GENETICS INC COM NEW,S,Y,N,,20191203,20191203230030
CLVS,CLOVIS ONCOLOGY INC COM STK (D,Q,Y,N,,20191203,20191203230030
DWPP,FIRST TRUST ETF DORSEY WRIGHT,G,Y,N,,20191203,20191203230030
HEPA,HEPION PHARMACEUTICALS INC,S,Y,N,,20191203,20191203230030
IPKW,INVESCO ETF TR II INTERNATIONA,G,Y,N,,20191203,20191203230030
MTFB,MOTIF BIO PLC SPONSORED ADR,S,Y,N,,20191203,20191203230030
NPAWW,NEW PROVIDENCE ACQUISITION COR,S,Y,N,,20191203,20191203230030
ONTX,ONCONOVA THERAPEUTICS INC COM,S,Y,N,,20191203,20191203230030
POTX,GLOBAL X FDS GLOBAL X CANNABIS,G,Y,N,,20191203,20191203230030
SNOAW,SONOMA PHARMACEUTICALS INC WT,S,Y,N,,20191203,20191203230030
SUNW,SUNWORKS INC COM STK (DE),S,Y,N,,20191203,20191203230030
SUSC,ISHARES TR ESG USD CORPORATE B,G,Y,N,,20191203,20191203230030
TMDI,TITAN MED INC (CANADA),S,Y,N,,20191203,20191203230030
VSTM,"VERASTEM, INC. COMMON STOCK",G,Y,N,,20191203,20191203230030
YLCO,GLBL X FUNDS GLBL X YLDCO & RE,G,Y,N,,20191203,20191203230030
YVR,LIQUID MEDIA GROUP LTD NEW COM,S,Y,N,,20191203,20191203230030
ASLN,ASLAN PHARMACEUTICALS LTD ADS,G,Y,N,,20191204,20191204230028
CAN,CANAAN INC SPONSORED ADR (CYM),G,Y,N,,20191204,20191204230028
CGIX,CANCER GENETICS INC COM NEW,S,Y,N,,20191204,20191204230028
CLVS,CLOVIS ONCOLOGY INC COM STK (D,Q,Y,N,,20191204,20191204230028
DALI,FIRST TR ETF VI DORSEYWRIGHT D,G,Y,N,,20191204,20191204230028
DRNA,DICERNA PHARMACEUTICALS INC CO,Q,Y,N,,20191204,20191204230028
